State,Metro,City,Zipcode
MI,"Saginaw, MI",Freeland,48623
NJ,"Allentown-Bethlehem-Easton, PA-NJ",Washington,7882
GA,"Macon-Bibb County, GA",Gray,31032
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ramsey,7446
OH,"Akron, OH",Akron,44301
TX,,Jasper,75951
UT,,Roosevelt,84066
VA,,Wytheville,24382
OH,"Cincinnati, OH-KY-IN",Cincinnati,45223
AZ,"Phoenix-Mesa-Chandler, AZ",Saddlebrooke,85739
NH,"Manchester-Nashua, NH",Nashua,3064
WV,"Wheeling, WV-OH",Moundsville,26041
MN,"Mankato, MN",North Mankato,56003
IN,,Rochester,46975
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77032
NE,"Omaha-Council Bluffs, NE-IA",Papillion,68133
MO,"Kansas City, MO-KS",Kearney,64060
GA,"Savannah, GA",Savannah,31415
NH,"Concord, NH",Hooksett,3106
LA,"Morgan City, LA",Franklin,70538
MO,"Kansas City, MO-KS",Kansas City,64117
MD,"Baltimore-Columbia-Towson, MD",Perry Hall,21128
NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,89143
CA,"Santa Cruz-Watsonville, CA",Scotts Valley,95066
NE,"Lincoln, NE",Lincoln,68507
MS,,New Albany,38652
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75209
OH,"Cleveland-Elyria, OH",Euclid,44132
OK,"Fort Smith, AR-OK",Sallisaw,74955
CT,"Hartford-East Hartford-Middletown, CT",Tolland,6084
SC,"Greenville-Anderson, SC",Clinton,29325
MI,"Ann Arbor, MI",Whitmore Lake,48189
NM,"Grants, NM",Grants,87020
OH,"Dayton-Kettering, OH",Trotwood,45426
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Warrenton,20186
PA,"Pittsburgh, PA",Belle Vernon,15012
NY,"Glens Falls, NY",Hudson Falls,12839
OH,"Toledo, OH",Toledo,43608
LA,"New Orleans-Metairie, LA",Metairie,70006
CT,"New Haven-Milford, CT",Hamden,6517
NY,"Rochester, NY",Rochester,14619
FL,"Tampa-St. Petersburg-Clearwater, FL",Hudson,34669
AL,"Birmingham-Hoover, AL",Oneonta,35121
OH,"Dayton-Kettering, OH",Oakwood,45409
OH,,Napoleon,43545
TX,"San Antonio-New Braunfels, TX",Poteet,78065
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton,23663
OR,"Eugene-Springfield, OR",Eugene,97408
GA,"Macon-Bibb County, GA",,31217
NY,"Syracuse, NY",Syracuse,13219
WV,"Elkins, WV",Elkins,26241
OK,"Oklahoma City, OK",Oklahoma City,73118
WA,"Longview, WA",Woodland,98674
SC,"Hilton Head Island-Bluffton, SC",Hilton Head Island,29928
MS,"Gulfport-Biloxi, MS",Saucier,39574
NC,"Henderson, NC",Henderson,27536
TX,"San Antonio-New Braunfels, TX",San Antonio,78248
WV,"Hagerstown-Martinsburg, MD-WV",Martinsburg,25403
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Greenbrier,37073
CA,"San Francisco-Oakland-Berkeley, CA",Berkeley,94705
MS,"Memphis, TN-MS-AR",Southaven,38672
VT,"Burlington-South Burlington, VT",Colchester,5446
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60601
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex,8846
OK,"Oklahoma City, OK",Edmond,73025
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton,23661
FL,"North Port-Sarasota-Bradenton, FL",Sarasota,34235
TX,"Tyler, TX",Whitehouse,75791
FL,"Lakeland-Winter Haven, FL",Lakeland,33812
LA,"Baton Rouge, LA",Saint Francisville,70775
MA,"Boston-Cambridge-Newton, MA-NH",Cambridge,2141
TX,"San Antonio-New Braunfels, TX",San Antonio,78264
PA,"Pittsburgh, PA",Pittsburgh,15214
TX,"Longview, TX",,75652
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,37218
CO,"Grand Junction, CO",Fruita,81521
WI,"Milwaukee-Waukesha, WI",Greenfield,53228
MI,"Ann Arbor, MI",Milan,48160
CA,,Valley Springs,95252
OK,"Tulsa, OK",Coweta,74429
TX,"San Antonio-New Braunfels, TX",San Antonio,78252
CA,,Bishop,93514
DE,"Salisbury, MD-DE",Rehoboth Beach,19971
AZ,"Lake Havasu City-Kingman, AZ",Fort Mohave,86426
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77078
MI,"Hillsdale, MI",Hillsdale,49242
NY,"New York-Newark-Jersey City, NY-NJ-PA",Nesconset,11767
IN,"Chicago-Naperville-Elgin, IL-IN-WI",Saint John,46373
CO,"Grand Junction, CO",Clifton,81520
AR,"Hope, AR",Hope,71801
TX,"Houston-The Woodlands-Sugar Land, TX",Sealy,77474
CT,"Hartford-East Hartford-Middletown, CT",West Hartford,6119
WY,"Riverton, WY",Lander,82520
GA,"Valdosta, GA",,31632
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Adairsville,30103
VT,"Burlington-South Burlington, VT",Saint Albans,5478
TN,"Chattanooga, TN-GA",Chattanooga,37416
GA,,Hazlehurst,31539
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Short Hills,7078
NC,"Charlotte-Concord-Gastonia, NC-SC",Pineville,28134
LA,"Lafayette, LA",Church Point,70525
OH,"Youngstown-Warren-Boardman, OH-PA",Girard,44420
PA,,Waynesburg,15370
AL,"Birmingham-Hoover, AL",Warrior,35180
SC,,Marion,29571
PA,"Erie, PA",Erie,16502
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Ardmore,19003
IN,,Monticello,47960
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Plainfield,7063
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden,8103
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Lafayette,37083
OH,"Youngstown-Warren-Boardman, OH-PA",Warren,44485
FL,"Cape Coral-Fort Myers, FL",Lehigh Acres,33973
DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,19809
MO,"Maryville, MO",Maryville,64468
IN,"Evansville, IN-KY",Mount Vernon,47620
MS,,Louisville,39339
KS,"Kansas City, MO-KS",Lenexa,66219
MA,"Boston-Cambridge-Newton, MA-NH",Wayland,1778
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Harvard,60033
FL,"Palm Bay-Melbourne-Titusville, FL",,32903
IN,"Indianapolis-Carmel-Anderson, IN",McCordsville,46055
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,33129
OK,"Guymon, OK",Guymon,73942
AR,"Little Rock-North Little Rock-Conway, AR",Little Rock,72212
NM,"Santa Fe, NM",Edgewood,87015
TX,"Dallas-Fort Worth-Arlington, TX",Grand Prairie,75054
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Saddle Brook,7663
CO,"Glenwood Springs, CO",Carbondale,81623
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Schaumburg,60173
MA,"Boston-Cambridge-Newton, MA-NH",Bedford,1730
OH,"Cincinnati, OH-KY-IN",Cincinnati,45229
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Palos Heights,60463
NY,"Syracuse, NY",Syracuse,13215
NE,"Beatrice, NE",Beatrice,68310
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Verona,7044
NY,"New York-Newark-Jersey City, NY-NJ-PA",Hampton Bays,11946
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Country Club Hills,60478
CT,"Bridgeport-Stamford-Norwalk, CT",Bridgeport,6608
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Edina,55436
NV,"Gardnerville Ranchos, NV",Gardnerville,89460
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Plainfield,7062
CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,94105
TX,"Tyler, TX",,75762
PA,"Scranton--Wilkes-Barre, PA",Moscow,18444
MO,"St. Louis, MO-IL",Olivette,63132
TX,"Borger, TX",Borger,79007
OR,"Eugene-Springfield, OR",,97439
OH,"Dayton-Kettering, OH",Dayton,45403
VA,,Locust Grove,22508
UT,"Provo-Orem, UT",Vineyard,84059
ID,"Boise City, ID",Middleton,83644
RI,"Providence-Warwick, RI-MA",Smithfield,2917
WV,"Huntington-Ashland, WV-KY-OH",Barboursville,25504
TX,"Houston-The Woodlands-Sugar Land, TX",,77441
MN,,Little Falls,56345
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,30317
NY,"New York-Newark-Jersey City, NY-NJ-PA",Babylon,11702
AL,"Jasper, AL",Jasper,35504
MS,"Memphis, TN-MS-AR",Senatobia,38668
TN,"Crossville, TN",Crossville,38571
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Barnesville,30204
WA,"Yakima, WA",Wapato,98951
CT,"New Haven-Milford, CT",Orange,6477
MA,"Springfield, MA",Springfield,1118
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Collingswood,8107
MI,,Cheboygan,49721
TX,"Bonham, TX",Bonham,75418
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Saint Paul,55103
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85007
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Wood Dale,60191
TX,"Killeen-Temple, TX",Lampasas,76550
AR,"Fort Smith, AR-OK",Greenwood,72936
FL,"Tallahassee, FL",Tallahassee,32317
MA,"Boston-Cambridge-Newton, MA-NH",Haverhill,1835
ME,,Ellsworth,4605
AL,"Mobile, AL",Prichard,36613
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Delray Beach,33483
NC,"Greensboro-High Point, NC",Trinity,27370
TX,"Corpus Christi, TX",Corpus Christi,78405
WA,"Seattle-Tacoma-Bellevue, WA",Seattle,98101
PA,"Scranton--Wilkes-Barre, PA",Carbondale,18407
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Huntington,22303
IA,"Dubuque, IA",Dubuque,52003
AL,"Cullman, AL",Hanceville,35077
PA,"Allentown-Bethlehem-Easton, PA-NJ",Coopersburg,18036
AL,"Auburn-Opelika, AL",Smiths Station,36877
GA,,Eastman,31023
MS,"Greenville, MS",Greenville,38703
TX,,Canton,75103
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Berlin,8009
MS,"Vicksburg, MS",Vicksburg,39183
KY,,Lancaster,40444
PA,"Pittsburgh, PA",Pittsburgh,15234
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Tamiami,33182
WI,"Milwaukee-Waukesha, WI",Port Washington,53074
FL,"Punta Gorda, FL",Port Charlotte,33980
IN,"Chicago-Naperville-Elgin, IL-IN-WI",Whiting,46394
WI,"Fond du Lac, WI",Waupun,53963
IN,"Indianapolis-Carmel-Anderson, IN",New Palestine,46163
MI,"Battle Creek, MI",Marshall,49068
TX,"San Antonio-New Braunfels, TX",San Antonio,78225
WI,"Milwaukee-Waukesha, WI",Greendale,53129
NH,"Manchester-Nashua, NH",Goffstown,3045
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Zimmerman,55398
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75223
AR,"Little Rock-North Little Rock-Conway, AR",North Little Rock,72117
MI,"South Bend-Mishawaka, IN-MI",Dowagiac,49047
MA,"Boston-Cambridge-Newton, MA-NH",Boston,2120
NC,"Durham-Chapel Hill, NC",Creedmoor,27522
PA,"Pittsburgh, PA",Pittsburgh,15226
FL,"Jacksonville, FL",Jacksonville,32254
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Mound,55364
CA,"Eureka-Arcata, CA",Fortuna,95540
CT,"Hartford-East Hartford-Middletown, CT",Hartford,6120
SC,"Augusta-Richmond County, GA-SC",North Augusta,29860
WA,"Seattle-Tacoma-Bellevue, WA",Clover Creek,98446
FL,"North Port-Sarasota-Bradenton, FL",Sarasota,34239
NC,"Greensboro-High Point, NC",Browns Summit,27214
MA,"Boston-Cambridge-Newton, MA-NH",East Bridgewater,2333
OH,"Columbus, OH",Galena,43021
NH,"Manchester-Nashua, NH",Pelham,3076
MA,"Boston-Cambridge-Newton, MA-NH",Wellesley,2482
OH,"Columbus, OH",Sunbury,43074
IL,"Chicago-Naperville-Elgin, IL-IN-WI",North Chicago,60064
MD,"Baltimore-Columbia-Towson, MD",Baltimore,21231
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Brandywine,20613
AR,,Clarksville,72830
KS,"Kansas City, MO-KS",Shawnee,66226
LA,"Houma-Thibodaux, LA",Raceland,70394
OH,"Cleveland-Elyria, OH",Brecksville,44141
OK,"Weatherford, OK",Weatherford,73096
LA,,Winnsboro,71295
TX,"Dallas-Fort Worth-Arlington, TX",Bedford,76022
GA,"Brunswick, GA",Brunswick,31523
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria,22301
HI,"Kahului-Wailuku-Lahaina, HI",Kula,96790
CO,"Denver-Aurora-Lakewood, CO",Commerce City,80640
CA,"Ukiah, CA",Willits,95490
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60633
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Waconia,55387
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Edina,55435
FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,33708
AL,"Huntsville, AL",Hazel Green,35750
MA,"Worcester, MA-CT",Uxbridge,1569
OH,,Waverly,45690
OH,"Wooster, OH",Orrville,44667
KS,"Winfield, KS",Winfield,67156
WI,"La Crosse-Onalaska, WI-MN",La Crosse,54603
WV,"Hagerstown-Martinsburg, MD-WV",Martinsburg,25405
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Forest Park,60130
MA,"Boston-Cambridge-Newton, MA-NH",Newton,2458
AR,,Mena,71953
CO,"Denver-Aurora-Lakewood, CO",Elizabeth,80107
PA,"Altoona, PA",Tyrone,16686
TN,"Kingsport-Bristol, TN-VA",Kingsport,37663
MI,"Ann Arbor, MI",Chelsea,48118
GA,"Douglas, GA",Douglas,31533
PA,"Pittsburgh, PA",Slippery Rock,16057
CO,"Glenwood Springs, CO",Rifle,81650
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,33170
AL,"Birmingham-Hoover, AL",Clanton,35045
PA,"York-Hanover, PA",Spring Grove,17362
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Paterson,7524
MI,,Paw Paw,49079
WA,"Yakima, WA",Grandview,98930
PA,"DuBois, PA",Clearfield,16830
FL,,,32425
TN,"Memphis, TN-MS-AR",Memphis,38103
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Roselle Park,7204
MT,"Billings, MT",Laurel,59044
PA,"Scranton--Wilkes-Barre, PA",Scranton,18512
CO,,Delta,81416
IL,"Pontiac, IL",Pontiac,61764
WI,"Baraboo, WI",Reedsburg,53959
MD,,Oakland,21550
AL,"Daphne-Fairhope-Foley, AL",Loxley,36551
OK,,Grove,74344
TX,"College Station-Bryan, TX",Bryan,77801
CA,"Los Angeles-Long Beach-Anaheim, CA",Pasadena,91105
WI,"Marinette, WI-MI",Marinette,54143
WA,"Spokane-Spokane Valley, WA",Colville,99114
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11366
DE,"Dover, DE",Camden,19934
NY,"Poughkeepsie-Newburgh-Middletown, NY",Middletown,10941
CA,"Los Angeles-Long Beach-Anaheim, CA",Hawaiian Gardens,90716
IL,"Decatur, IL",Decatur,62522
OH,"Ashtabula, OH",Geneva,44041
IN,"South Bend-Mishawaka, IN-MI",South Bend,46615
SC,"Greenville-Anderson, SC",Anderson,29626
KS,"Wichita, KS",Wichita,67209
TX,"Houston-The Woodlands-Sugar Land, TX",Santa Fe,77510
IL,"Danville, IL",Danville,61834
WA,"Seattle-Tacoma-Bellevue, WA",Seattle,98104
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Inver Grove Heights,55077
OH,"Columbus, OH",Groveport,43125
FL,"Tampa-St. Petersburg-Clearwater, FL",Brooksville,34604
SC,"Hilton Head Island-Bluffton, SC",Ridgeland,29936
FL,,Lake Butler,32054
TX,"Houston-The Woodlands-Sugar Land, TX",Splendora,77372
MO,"Kansas City, MO-KS",Independence,64057
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Cutler Bay,33190
GA,"Waycross, GA",Waycross,31501
FL,"Tampa-St. Petersburg-Clearwater, FL",Seminole,33776
MS,"Gulfport-Biloxi, MS",Bay Saint Louis,39520
FL,"Orlando-Kissimmee-Sanford, FL",Eustis,32736
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Weehawken,7086
NY,"New York-Newark-Jersey City, NY-NJ-PA",Harrison,10528
AK,"Ketchikan, AK",Ketchikan,99901
AR,,Monticello,71655
AL,"Eufaula, AL-GA",Eufaula,36027
TX,"Mount Pleasant, TX",Pittsburg,75686
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Southwest Ranches,33330
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester City,8030
FL,"Ocala, FL",Ocala,34475
NM,"Santa Fe, NM",Santa Fe,87501
MA,"Worcester, MA-CT",Millbury,1527
MD,"California-Lexington Park, MD",Leonardtown,20650
OK,"Oklahoma City, OK",Oklahoma City,73106
KS,"Kansas City, MO-KS",Roeland Park,66205
MO,,Camdenton,65020
WA,"Yakima, WA",Toppenish,98948
KS,"Atchison, KS",Atchison,66002
MT,"Great Falls, MT",Great Falls,59401
MA,,Nantucket,2554
OH,"Mansfield, OH",Mansfield,44907
MO,"Springfield, MO",Springfield,65806
MN,"Mankato, MN",Saint Peter,56082
FL,"Palm Bay-Melbourne-Titusville, FL",Palm Bay,32908
NY,"Malone, NY",Malone,12953
MA,"Springfield, MA",Springfield,1119
NC,"Raleigh-Cary, NC",Four Oaks,27524
WA,"Spokane-Spokane Valley, WA",Spokane,99201
OK,"Oklahoma City, OK",Oklahoma City,73108
OH,"Dayton-Kettering, OH",Beavercreek,45432
NY,"Kingston, NY",Highland,12528
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Falls Church,22044
OH,"Columbus, OH",Johnstown,43031
SC,,Dillon,29536
IL,"Champaign-Urbana, IL",Rantoul,61866
AR,"Fayetteville-Springdale-Rogers, AR",Bella Vista,72714
TX,"Tyler, TX",Tyler,75707
MS,"Laurel, MS",Ellisville,39437
TX,"Dallas-Fort Worth-Arlington, TX",Melissa,75454
OR,"Albany-Lebanon, OR",Sweet Home,97386
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,33132
NC,"Charlotte-Concord-Gastonia, NC-SC",Bessemer City,28016
TX,"Corpus Christi, TX",Aransas Pass,78336
NC,"Raleigh-Cary, NC",Franklinton,27525
IN,"Terre Haute, IN",Terre Haute,47807
TX,,Burnet,78611
UT,"Salt Lake City, UT",Grantsville,84029
NY,"Rochester, NY",Rochester,14610
OH,"Dayton-Kettering, OH",Beavercreek,45434
AR,"Fort Smith, AR-OK",Alma,72921
KY,"Maysville, KY",Maysville,41056
NY,"Poughkeepsie-Newburgh-Middletown, NY",Goshen,10924
AL,"Anniston-Oxford, AL",Piedmont,36272
NY,"Poughkeepsie-Newburgh-Middletown, NY",Port Jervis,12771
NC,"Asheville, NC",Asheville,28801
OH,"Canton-Massillon, OH",Canton,44721
MA,"Worcester, MA-CT",Athol,1331
TX,"Houston-The Woodlands-Sugar Land, TX",Texas City,77591
OK,"Bartlesville, OK",Bartlesville,74003
SC,"Seneca, SC",Westminster,29693
NC,"Hickory-Lenoir-Morganton, NC",,28612
HI,"Hilo, HI",Waimea,96743
NC,"Winston-Salem, NC",Yadkinville,27055
OR,"Portland-Vancouver-Hillsboro, OR-WA",Cornelius,97113
OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,97210
SC,"Greenville-Anderson, SC",Pelzer,29669
AL,"Gadsden, AL",Gadsden,35904
OH,"Dayton-Kettering, OH",Vandalia,45377
AR,"Little Rock-North Little Rock-Conway, AR",Mabelvale,72103
IN,"Terre Haute, IN",Terre Haute,47805
OH,"Dayton-Kettering, OH",Brookville,45309
PA,"Pittsburgh, PA",Pittsburgh,15243
AZ,"Phoenix-Mesa-Chandler, AZ",Glendale,85305
CT,"Hartford-East Hartford-Middletown, CT",Cromwell,6416
LA,"New Orleans-Metairie, LA",New Orleans,70130
NH,"Lebanon, NH-VT",Claremont,3743
NC,"Asheville, NC",Black Mountain,28711
PA,"Pittsburgh, PA",Monaca,15061
MO,,Clinton,64735
TX,"Beaumont-Port Arthur, TX",Beaumont,77701
PA,"Youngstown-Warren-Boardman, OH-PA",Sharon,16146
MO,"St. Louis, MO-IL",Berkeley,63134
CA,"Sacramento-Roseville-Folsom, CA",Sacramento,95817
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Weston,33332
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Brooklyn Park,55445
TX,"Wichita Falls, TX",Wichita Falls,76309
WA,"Seattle-Tacoma-Bellevue, WA",Sumner,98390
OK,"Oklahoma City, OK",Noble,73068
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Germantown,20841
CO,"Denver-Aurora-Lakewood, CO",Denver,80246
FL,"Tampa-St. Petersburg-Clearwater, FL",Thonotosassa,33592
NY,"New York-Newark-Jersey City, NY-NJ-PA",Holtsville,11742
MS,,Forest,39074
MI,,South Haven,49090
PA,"Pittsburgh, PA",Murrysville,15668
VA,"Richmond, VA",Richmond,23221
WA,"Moses Lake, WA",Quincy,98848
CA,"Modesto, CA",Newman,95360
LA,"Shreveport-Bossier City, LA",Shreveport,71129
AL,"Florence-Muscle Shoals, AL",Killen,35645
UT,"Price, UT",Price,84501
OH,"Toledo, OH",Wauseon,43567
AL,"Montgomery, AL",Tallassee,36078
NY,"Rochester, NY",Rochester,14622
TN,"Chattanooga, TN-GA",Chattanooga,37406
MS,,Waynesboro,39367
TN,,Smithville,37166
NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,28202
CA,"Los Angeles-Long Beach-Anaheim, CA",Inglewood,90305
OH,"Cincinnati, OH-KY-IN",Sixteen Mile Stand,45249
OH,"Lima, OH",,45807
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bound Brook,8805
MA,"Providence-Warwick, RI-MA",New Bedford,2744
TN,"Memphis, TN-MS-AR",Memphis,38120
CA,"San Jose-Sunnyvale-Santa Clara, CA",Los Gatos,95030
WI,"Sheboygan, WI",Sheboygan Falls,53085
WI,"Racine, WI",Racine,53404
NY,"Rochester, NY",Albion,14411
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Fords,8863
MA,"Providence-Warwick, RI-MA",Easton,2356
CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,95130
OH,"Cincinnati, OH-KY-IN",Cleves,45002
NY,"Albany-Schenectady-Troy, NY",Schenectady,12308
TX,"Beaumont-Port Arthur, TX",Port Neches,77651
FL,"Deltona-Daytona Beach-Ormond Beach, FL",Ormond Beach,32176
FL,"Orlando-Kissimmee-Sanford, FL",Orlando,32801
PA,"Pittsburgh, PA",Pittsburgh,15218
OK,"Elk City, OK",Elk City,73644
MO,"Kansas City, MO-KS",Platte City,64079
MO,,Dexter,63841
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Clifton,7012
AR,,Pocahontas,72455
OH,"Toledo, OH",Swanton,43558
KS,"Kansas City, MO-KS",Kansas City,66103
FL,"Orlando-Kissimmee-Sanford, FL",Fruitland Park,34731
NY,"Rochester, NY",Newark,14513
MI,,Harrison,48625
MA,"Worcester, MA-CT",Charlton,1507
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Long Valley,7853
AL,"Birmingham-Hoover, AL",Tarrant,35217
OH,,Kenton,43326
OH,"Point Pleasant, WV-OH",Gallipolis,45631
MT,,Livingston,59047
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Glenview,60026
AL,"Cullman, AL",Cullman,35057
AL,"Daphne-Fairhope-Foley, AL",Robertsdale,36567
TX,,Carthage,75633
NY,"New York-Newark-Jersey City, NY-NJ-PA",Chappaqua,10514
MI,"Detroit-Warren-Dearborn, MI",Milford,48381
FL,"Gainesville, FL",Archer,32618
IL,"Chicago-Naperville-Elgin, IL-IN-WI",La Grange Park,60526
FL,"Lakeland-Winter Haven, FL",Lakeland,33815
NY,"New York-Newark-Jersey City, NY-NJ-PA",Roslyn,11576
NY,"New York-Newark-Jersey City, NY-NJ-PA",Hartsdale,10530
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Carneys Point,8069
TX,"Austin-Round Rock-Georgetown, TX",Austin,78726
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Justice,60458
TX,"Austin-Round Rock-Georgetown, TX",Lago Vista,78645
CA,"San Francisco-Oakland-Berkeley, CA",Kentfield,94904
IA,,Decorah,52101
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Levittown,19055
MO,"St. Louis, MO-IL",Sullivan,63080
SC,"Columbia, SC",Winnsboro,29180
OH,"Mansfield, OH",Lexington,44904
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Hope,18938
OH,"Norwalk, OH",Bellevue,44811
MA,"Boston-Cambridge-Newton, MA-NH",Ipswich,1938
NY,"Syracuse, NY",Canastota,13032
CA,"Bakersfield, CA",Lamont,93241
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Isanti,55040
NY,"Syracuse, NY",Syracuse,13207
CA,"Fresno, CA",Firebaugh,93622
KY,"Huntington-Ashland, WV-KY-OH",Grayson,41143
FL,"Homosassa Springs, FL",Lecanto,34461
TN,"Morristown, TN",Jefferson City,37760
NC,"Goldsboro, NC",Pikeville,27863
GA,,Greensboro,30642
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Plymouth,55442
LA,"Lake Charles, LA",Lake Charles,70615
TN,,Mountain City,37683
VA,,Luray,22835
FL,"Tampa-St. Petersburg-Clearwater, FL",Plant City,33567
FL,"Orlando-Kissimmee-Sanford, FL",Sorrento,32776
TX,"Dallas-Fort Worth-Arlington, TX",Weatherford,76085
OK,"Oklahoma City, OK",Tuttle,73089
TN,"Chattanooga, TN-GA",Harrison,37341
NC,"Durham-Chapel Hill, NC",Carrboro,27510
MS,"Hattiesburg, MS",Sumrall,39482
TX,"Dallas-Fort Worth-Arlington, TX",,75442
OK,"Tulsa, OK",Wagoner,74467
WA,"Seattle-Tacoma-Bellevue, WA",Woodinville,98077
NC,"Lumberton, NC",Lumberton,28360
WI,"Milwaukee-Waukesha, WI",Milwaukee,53233
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Lake Park,33403
CT,"Hartford-East Hartford-Middletown, CT",Mansfield,6268
SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Longs,29568
FL,"Gainesville, FL",Newberry,32669
OR,,Tillamook,97141
SC,"Hilton Head Island-Bluffton, SC",Beaufort,29907
FL,"Jacksonville, FL",Jacksonville,32219
TX,"Houston-The Woodlands-Sugar Land, TX",,77484
NY,"Jamestown-Dunkirk-Fredonia, NY",Fredonia,14063
TN,"Brownsville, TN",Brownsville,38012
MD,"Baltimore-Columbia-Towson, MD",Stevensville,21666
NJ,"New York-Newark-Jersey City, NY-NJ-PA",New Providence,7974
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Middletown,21769
TX,,Fort Stockton,79735
RI,"Providence-Warwick, RI-MA",Providence,2903
CO,"Colorado Springs, CO",Woodland Park,80863
NY,"New York-Newark-Jersey City, NY-NJ-PA",Pelham,10803
CA,"Bakersfield, CA",Bakersfield,93301
UT,"Provo-Orem, UT",Santaquin,84655
CA,"Oxnard-Thousand Oaks-Ventura, CA",Oak Park,91377
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,20005
MI,"Alma, MI",Alma,48801
